Question,Target Answer,Model Name,Prompt Style,Full Prompt,Answer,"Sample (n=300, model=gpt-3.5-turbo-0301)","Sample (n=300, model=gpt-4-0314)"
A company was offering a special on cell phones for $2 each. But only if you spent 7 dollars a month for 4 months. How much would it end up costing you total if you bought 1 phone?,30.0,gpt-4-0314,sbs,"Q: A company was offering a special on cell phones for $2 each. But only if you spent 7 dollars a month for 4 months. How much would it end up costing you total if you bought 1 phone?

A: Let's think step by step. First, you buy the cell phone for $2. Then, you spend $7 a month for 4 months, which is $7 x 4 = $28. So, the total cost would be $2 (for the phone) + $28 (for the 4 months) = $30. Therefore, the answer (arabic numerals) is",30.,,False
A pet store sold 2 kittens and 1 puppy over the weekend. The kittens sold for $6 each and the puppy sold for $5. How much money did they earn from selling the pets?,17.0,gpt-4-0314,sbs,"Q: A pet store sold 2 kittens and 1 puppy over the weekend. The kittens sold for $6 each and the puppy sold for $5. How much money did they earn from selling the pets?

A: Let's think step by step. First, we need to find out how much money the pet store earned from selling the kittens. Since each kitten was sold for $6, and they sold 2 kittens, we can multiply the price of one kitten by the number of kittens sold: $6 * 2 = $<<6*2=12>>12.

Now, we need to find out how much money the pet store earned from selling the puppy. Since the puppy was sold for $5, and they sold 1 puppy, we can multiply the price of one puppy by the number of puppies sold: $5 * 1 = $<<5*1=5>>5.

Finally, we need to add the money earned from selling the kittens and the puppy to find the total amount of money earned: $12 + $5 = $<<12+5=17>>17. So, the pet store earned $17 from selling the pets. Therefore, the answer (arabic numerals) is",17.,,True
At the arcade Amy had 6 tickets she saved from the last time she went. This time she played a game 7 times and earned 5 tickets each time she played. How many tickets does she have now?,41.0,gpt-4-0314,sbs,"Q: At the arcade Amy had 6 tickets she saved from the last time she went. This time she played a game 7 times and earned 5 tickets each time she played. How many tickets does she have now?

A: Let's think step by step. First, Amy played the game 7 times and earned 5 tickets each time. So, she earned 7 * 5 = <<7*5=35>>35 tickets this time.

Now, we need to add the 6 tickets she saved from the last time. So, she has 35 + 6 = <<35+6=41>>41 tickets now. Therefore, the answer (arabic numerals) is",41.,,False
"A malt shop used 4 ounces of chocolate syrup in their shakes and 6 ounces of syrup on their cones. If they sold 2 shakes and 1 cone, how many ounces of chocolate would they use total?",14.0,gpt-4-0314,sbs,"Q: A malt shop used 4 ounces of chocolate syrup in their shakes and 6 ounces of syrup on their cones. If they sold 2 shakes and 1 cone, how many ounces of chocolate would they use total?

A: Let's think step by step. First, we need to find out how many ounces of chocolate syrup were used for the shakes. Since each shake uses 4 ounces of chocolate syrup and they sold 2 shakes, we can multiply the number of shakes by the amount of syrup per shake:

2 shakes * 4 ounces/shake = 8 ounces of chocolate syrup for the shakes.

Next, we need to find out how many ounces of chocolate syrup were used for the cones. Since each cone uses 6 ounces of chocolate syrup and they sold 1 cone, we can multiply the number of cones by the amount of syrup per cone:

1 cone * 6 ounces/cone = 6 ounces of chocolate syrup for the cone.

Finally, we need to add the ounces of chocolate syrup used for the shakes and the cone to find the total amount of chocolate syrup used:

8 ounces (shakes) + 6 ounces (cone) = 14 ounces of chocolate syrup used in total. Therefore, the answer (arabic numerals) is",14.,,False
A grocery store had forty-nine bottles of regular soda and thirty-five bottles of diet soda. How many bottles did they have total?,84.0,gpt-4-0314,sbs,"Q: A grocery store had forty-nine bottles of regular soda and thirty-five bottles of diet soda. How many bottles did they have total?

A: Let's think step by step. The grocery store had 49 bottles of regular soda and 35 bottles of diet soda. To find the total number of bottles, we simply add the two amounts together: 49 + 35 = 84 bottles. So, the grocery store had 84 bottles of soda in total. Therefore, the answer (arabic numerals) is",84.,,False
"While playing a game Sam had ninety-two points. If he scored another three points, how many points would he have total?",95.0,gpt-4-0314,sbs,"Q: While playing a game Sam had ninety-two points. If he scored another three points, how many points would he have total?

A: Let's think step by step. Sam had ninety-two points and scored another three points. To find the total number of points, we need to add the two amounts together: 92 + 3 = 95 points. So, Sam would have 95 points total. Therefore, the answer (arabic numerals) is",95.,,False
In the first half of a trivia game Kaleb scored forty-three points. In the second half he scored twenty-three points. How many points did he score total?,66.0,gpt-4-0314,sbs,"Q: In the first half of a trivia game Kaleb scored forty-three points. In the second half he scored twenty-three points. How many points did he score total?

A: Let's think step by step. Kaleb scored 43 points in the first half. Therefore, the answer (arabic numerals) is",66 points.,,False
Mike owned sixty-four baseball cards. For his birthday he got eighteen more. How many cards does Mike have total?,82.0,gpt-4-0314,sbs,"Q: Mike owned sixty-four baseball cards. For his birthday he got eighteen more. How many cards does Mike have total?

A: Let's think step by step. Mike had 64 cards initially and got 18 more for his birthday. To find the total number of cards he has now, we simply add the two amounts together: 64 + 18 = <<64+18=82>>82 cards. So, Mike has 82 cards in total. Therefore, the answer (arabic numerals) is",82.,,False
For a party Henry spent forty-five dollars on food and thirty-three dollars on drinks. How much did Henry spend total?,78.0,gpt-4-0314,sbs,"Q: For a party Henry spent forty-five dollars on food and thirty-three dollars on drinks. How much did Henry spend total?

A: Let's think step by step. Henry spent forty-five dollars on food and thirty-three dollars on drinks. To find out how much he spent in total, we need to add the cost of food and drinks together.

So, $45 (food) + $33 (drinks) = $78

Henry spent a total of $78. Therefore, the answer (arabic numerals) is",78.,,False
A restaurant sold seventy-seven sodas in the morning and nineteen in the afternoon. How many sodas did they sell total?,96.0,gpt-4-0314,sbs,"Q: A restaurant sold seventy-seven sodas in the morning and nineteen in the afternoon. How many sodas did they sell total?

A: Let's think step by step. First, we need to find the total number of sodas sold in the morning and afternoon. To do this, we can simply add the number of sodas sold in the morning (77) to the number of sodas sold in the afternoon (19).

77 + 19 = 96

So, the restaurant sold a total of 96 sodas. Therefore, the answer (arabic numerals) is",96.,,False
A store has fifty-six shirts. Later they got in eleven more shirts. How many shirts does the store have now?,67.0,gpt-4-0314,sbs,"Q: A store has fifty-six shirts. Later they got in eleven more shirts. How many shirts does the store have now?

A: Let's think step by step. The store initially has 56 shirts. They received 11 more shirts. To find the total number of shirts now, we simply add the initial number of shirts (56) to the additional shirts (11).

56 + 11 = 67

So, the store now has 67 shirts. Therefore, the answer (arabic numerals) is",67.,,False
Bianca spent twenty-two minutes drawing at school and nineteen minutes drawing at home. How many minutes total did she spend drawing?,41.0,gpt-4-0314,sbs,"Q: Bianca spent twenty-two minutes drawing at school and nineteen minutes drawing at home. How many minutes total did she spend drawing?

A: Let's think step by step. Bianca spent 22 minutes drawing at school and 19 minutes drawing at home. To find the total time she spent drawing, we can add the two amounts of time together: 22 minutes + 19 minutes = <<22+19=41>>41 minutes. So Bianca spent 41 minutes drawing in total. Therefore, the answer (arabic numerals) is",41.,,False
There were sixty-one people in line at lunch when twenty-two more got in line. How many people were there total in line?,83.0,gpt-4-0314,sbs,"Q: There were sixty-one people in line at lunch when twenty-two more got in line. How many people were there total in line?

A: Let's think step by step. There were initially 61 people in line. Then, 22 more people joined the line. To find the total number of people in line, we simply add these two numbers together: 61 + 22 = 83 people. Therefore, the answer (arabic numerals) is",83 people.,,True
A fast food restaurant sold fifty-eight small hotdogs and twenty-one large hotdogs. How many hotdogs did they sell total?,79.0,gpt-4-0314,sbs,"Q: A fast food restaurant sold fifty-eight small hotdogs and twenty-one large hotdogs. How many hotdogs did they sell total?

A: Let's think step by step. The fast food restaurant sold 58 small hotdogs and 21 large hotdogs. To find the total number of hotdogs sold, we simply add the number of small hotdogs to the number of large hotdogs: 58 + 21 = 79 hotdogs. So, they sold 79 hotdogs in total. Therefore, the answer (arabic numerals) is",79.,,False
Henry had $54. Later he sold some of his old toys and got another $2. How much money does he have total?,56.0,gpt-4-0314,sbs,"Q: Henry had $54. Later he sold some of his old toys and got another $2. How much money does he have total?

A: Let's think step by step. Henry had $54 initially. Then he sold some toys and got another $2. To find out how much money he has in total, we need to add the initial amount to the amount he got from selling toys. So, $54 + $2 = $<<54+2=56>>56. Henry has $56 in total. Therefore, the answer (arabic numerals) is",56.,,False
